Tender_Proposal_ID,Source_File,App_ID,Invitation_Reference,Event_Type,Invitation_For,Ministry_Division,Organization_Agency,Procuring_Entity_Name,Procuring_Entity_Code,Procurement_Entity_District,PE_Address,PE_City,PE_Thana,PE_District,PE_Country,PE_Phone,PE_Fax,Authorised_Officer,Authorised_Officer_Designation,Procurement_Method,Procurement_Nature,Procurement_Type,Tender_Status,Evaluation_Type,Eligibility_of_Tenderer,Category,Budget_Type,Source_of_Fund,Development_Partner,Project_Code,Project_Name,Package_No,Tender_Title,Brief_Description_of_Works,Brief_Description_of_Contract,Lot_No,Lot_Identification,Lot_Location,Lot_Security_BDT,Contract_Value_BDT,Estimated_Cost,Document_Price_BDT,Document_Fees,Document_Available,Mode_of_Payment,Advertised_Date,Document_Last_Selling_Date,Pre_Tender_Meeting_Start,Pre_Tender_Meeting_End,Closing_Date,Tender_Opening_Date,Last_Security_Submission_Date,Security_Valid_Up_To,Tender_Valid_Up_To,Notification_of_Award_Date,Contract_Signing_Date,Proposed_Start_Date,Proposed_Completion_Date,Tentative_Start_Date,Tentative_Completion_Date,Contract_No,Performance_Security_Provided_On_Time,Contract_Signed_On_Time,Tenderer_ID,Supplier_Name,Beneficial_Owner,Ownership_Percentage,Owner_Country,Business_Address,Delivery_Location,Specific_Experience_Required,Max_Quantity_Variation,Liquidated_Damages_Rate,Tenders_Sold,Tenders_Received,Responsive_Tenders,Risk_Score,Risk_Level,Red_Flag,Red_Flag_Reason,Competition_Risk,Financial_Risk,Timeline_Risk,Ownership_Risk,Source_Files_Merged,Red_Flag_Count,Evidence,Rule_Reference,Full_Rule_Text,Rule_ID,Category,Finding,Severity,Review_Status,Investigative_Recommendation,Extracted_General_Experience,Extracted_Specific_Experience,Extracted_Turnover,Extracted_Liquid_Assets
198861,RAJUK_Tender_198861.pdf,97474,Rajuk/Electrical-2/18/W-7,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Works Procurement Type : NCT,NCT,,Lot wise,As per Tender Data Sheet ( Section-2 ).,,Own Fund,Own fund,,Xen/Electrical/Repair and maintenance Project Name : Lift and Electrical Equipment Repair,Lift and Electrical Equipment Repair,"Bank will update the payment transactions only at the end of the day, so the tenderers should make sure the securities and other payments are made at least",,"Yearly Operation, Servicing and Maintenance of 04 (Four) Nos. Passenger Lift at Gulshan Car Parking Cum Office Building.",,,,,,,,22,Package wise,Package wise,Payment through Bank,,,,,,,,22-Nov-2018,25-Oct-2018,,,,,,,,,,,,,,,,,,,,,,,0,LOW,NO,No significant issue detected,,,,,RAJUK_Tender_198861.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,,,,
199363,RAJUK_Tender_199363.pdf,97474,Rajuk/Electrical-2/18/W-8,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Works Procurement Type : NCT,NCT,,Lot wise,As per Tender Data Sheet ( Section-2 ).,,Own Fund,Own fund,,Xen/Electrical/Repair and maintenance Project Name : Lift and Electrical Equipment Repair,Lift and Electrical Equipment Repair,"Bank will update the payment transactions only at the end of the day, so the tenderers should make sure the securities and other payments are made at least",,"01 Year Servicing, Operation & Maintenance of 2 Nos. Passenger Lift in Mohakhali Zonal Office at Rajuk.",,,,,,,,22,Package wise,Package wise,Payment through Bank,,,,,,,,22-Nov-2018,25-Oct-2018,,,,,,,,,,,,,,,,,,,,,,,0,LOW,NO,No significant issue detected,,,,,RAJUK_Tender_199363.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,,,,
199364,RAJUK_Tender_199364.pdf,97474,Rajuk/Electrical-2/18/W-9,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Works Procurement Type : NCT,NCT,,Lot wise,As per Tender Data Sheet ( Section-2 ).,,Own Fund,Own fund,,Xen/Electrical/Repair and maintenance Project Name : Lift and Electrical Equipment Repair,Lift and Electrical Equipment Repair,"Bank will update the payment transactions only at the end of the day, so the tenderers should make sure the securities and other payments are made at least",,"Yearly Servicing and Maintenance of 2 Nos. Lift at Banani Nibash, Rajuk ( Two Years ).",,,,,,,,22,Package wise,Package wise,Payment through Bank,,,,,,,,22-Nov-2018,25-Oct-2018,,,,,,,,,,,,,,,,,,,,,,,0,LOW,NO,No significant issue detected,,,,,RAJUK_Tender_199364.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,,,,
199368,Tender_199368.pdf,98880,Rajuk/Electrical-2/18/W-11 Tender/Proposal Status : Contract Awarded,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",Md. Anwar Hossain,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Works Procurement Type : NCT,NCT,Contract Awarded,Lot wise,As per Tender Data Sheet ( Section-2 ).,,Own Fund,Own fund,NA,5-3205-3111-UMT Project Name : Uttara Residential Model Town (3rd,Uttara Residential Model Town (3rd,"Bank will update the payment transactions only at the end of the day, so the tenderers should make sure the securities and other payments are made at least",Supply & Installation of Street Light LED from Avenue 3 Part up to Baribad at Uttara Residential Model Town Phase-3.,Supply & Installation of Street Light (LED) from Avenue 3 (Part) up to Baribad at Uttara Residential Model Town (Phase-3).,,,,,,3348987.3,,22,Package wise,Package wise,Payment through Bank,2018-06-05 17:00,,,,,,,22-Nov-2018,25-Oct-2018,2018-10-18 00:00,2019-08-06 00:00,2018-01-08 00:00,2018-10-30 00:00,,,25.39.0000.064.07.010.16,,no,,M/S. Sany Construction,,,,"123 Kakrail, Dhaka-1000",Uttara Residential Model Town,,,,5,5,2,20,LOW,NO,Beneficial Owner Missing,,,,Medium,RAJUK_Tender_199368.pdf | Tender_199368.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,,,,,,,,,,
199377,RAJUK_Tender_199377.pdf,98883,Rajuk/Electrical-2/18/W-12 Tender/Proposal Status : Rejected,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Works Procurement Type : NCT,NCT,Rejected,Lot wise,As per Tender Data Sheet ( Section-2 ).,,Own Fund,Own fund,,"RAJUK/REV/CCTV Project Name : Instalation of CCTV, Solar, PABX","Instalation of CCTV, Solar, PABX","Bank will update the payment transactions only at the end of the day, so the tenderers should make sure the securities and other payments are made at least",,Supply & Installation of CCTV System and Metal Halide (LED) Light Around the Gulshan Car Parking Cum Commercial Bhaban.,,,,,,,,22,Package wise,Package wise,Payment through Bank,,,,,,,,22-Nov-2018,25-Oct-2018,,,,,,,,,,,,,,,,,,,,,,,0,LOW,NO,No significant issue detected,,,,,RAJUK_Tender_199377.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,,,,
174670,Tender_174670.pdf,84197,GD/UAP/EM/2016-2017/Solar/09 Tender/Proposal Status : Contract Awarded,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",Md. Anwar Hossain,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Goods Procurement Type : NCT,NCT,Contract Awarded,Lot wise,"a) The minimum number of years of general experience of the Tenderer in the electro-¬mechanical works shall be five (05) years. b) The minimum specific experience of the Supplier 03 (Three) contract of Supply, Installation, Testing and Commissioning of Solar Panel system successfully completed within the last five (5) years with total summation of value at least Tk. 90.00 (Ninety) Lac only or 02 (Two) Contract with total summation of value at least Tk. 90.00 (Ninety) Lac only or Single Contract with a value of at least Tk. 90.00 (Ninety) Lac only Government/ Semi-Government/ Autonomous Bodies /Private within Bangladesh. The issued Private Certificate must be authenticated (verified) by the Executive Engineer of PWD/DPDC/DESCO/BREB/ PDB etc within his jurisdiction. c) The minimum amount of Liquid Assets or Working Capital or Letter of Commitment for Bank’s Undertaking for line of Credit as per Form e-PG3-8 of Tender and Contract Forms must be Submitted for this Purpose of the successful Tenderer shall not be less than Tk.110.00 (One hundred Ten) Lac only. The Supporting Bank’s Document submitted along with the Tender must be issued in between Publication date & Submission date of the Tender. d) Tenderer must have up-to-date ABC category Contractor & Electrical Supervisory License from Bangladesh Electrical Licensing Board. e) The Tenderer must have up to date Income Tax clearance Certificate from the NBR with TIN up- to-2016-2017 (Tax Year). f) The Tenderer must have up- to- date VAT Registration Certificate. g) The Tenderer must have up- to- date valid Trade License. * * Years/Date counting backward from the date of publication of IFT in the e-GP system in case of Sl a & b. Brief Description of Goods and Related Supply Installation Testing and Commissioning of Solar panel system for the Building No 1A 1B & 1C 1DB under the Project of Service : Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.",,Own Fund,Own fund,NA,Chief Engr/Implementationart/Uttara Project Name : Uttara Apment Project,Uttara Apment Project,30,Supply Installation Testing and Commissioning of Solar panel system for the Building No 1A 1B & 1C 1DB under the,,,,,,,5767943.372,,21,Package wise,Package wise,Payment through Bank,2018-05-27 17:00,,,,,,,21-Nov-2018,24-Oct-2018,2018-10-15 00:00,2018-11-12 00:00,2019-01-03 00:00,2019-02-17 00:00,,,GD/UAP/EM/2016-2017/Solar/09,,yes,,Sherpa Power Engineering Ltd.,,,,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary",Uttara Apartment Project,90,,,9,8,7,20,LOW,NO,Beneficial Owner Missing,,,,Medium,RAJUK_Tender_174670.pdf | Tender_174670.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,05,90.00 (Ninety) Lac,,3
174671,Tender_174671.pdf,84197,GD/UAP/EM/2016-2017/Solar/03 Tender/Proposal Status : Contract Awarded,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",Md. Anwar Hossain,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Goods Procurement Type : NCT,NCT,Contract Awarded,Lot wise,"a) The minimum number of years of general experience of the Tenderer in the electro-¬mechanical works shall be five (05) years. b) The minimum specific experience of the Supplier 03 (Three) contract of Supply, Installation, Testing and Commissioning of Solar Panel system successfully completed within the last five (5) years with total summation of value at least Tk. 90.00 (Ninety) Lac only or 02 (Two) Contract with total summation of value at least Tk. 90.00 (Ninety) Lac only or Single Contract with a value of at least Tk. 90.00 (Ninety) Lac only Government/ Semi-Government/ Autonomous Bodies /Private within Bangladesh. The issued Private Certificate must be authenticated (verified) by the Executive Engineer of PWD/DPDC/DESCO/BREB/ PDB etc within his jurisdiction. c) The minimum amount of Liquid Assets or Working Capital or Letter of Commitment for Bank’s Undertaking for line of Credit as per Form e-PG3-8 of Tender and Contract Forms must be Submitted for this Purpose of the successful Tenderer shall not be less than Tk.110.00 (One hundred Ten) Lac only. The Supporting Bank’s Document submitted along with the Tender must be issued in between Publication date & Submission date of the Tender. d) Tenderer must have up-to-date ABC category Contractor & Electrical Supervisory License from Bangladesh Electrical Licensing Board. e) The Tenderer must have up to date Income Tax clearance Certificate from the NBR with TIN up- to-2016-2017 (Tax Year). f) The Tenderer must have up- to- date VAT Registration Certificate. g) The Tenderer must have up- to- date valid Trade License. * * Years/Date counting backward from the date of publication of IFT in the e-GP system in case of Sl a & b. Brief Description of Goods and Related Supply Installation Testing and Commissioning of Solar panel system for the Building No 2A 2B & 2C 2D under the Project of Service : Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.",,Own Fund,Own fund,NA,Chief Engr/Implementationart/Uttara Project Name : Uttara Apment Project,Uttara Apment Project,30,Supply Installation Testing and Commissioning of Solar panel system for the Building No 2A 2B & 2C 2D under the Project,,,,,,,5767943.372,,21,Package wise,Package wise,Payment through Bank,2018-05-27 17:00,,,,,,,21-Nov-2018,24-Oct-2018,2018-10-15 00:00,2018-11-12 00:00,2019-01-03 00:00,2019-02-14 00:00,,,GD/UAP/EM/2016-2017/Solar/03,,yes,,Sherpa Power Engineering Ltd.,,,,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary",Uttara Apartment Project,90,,,8,7,7,20,LOW,NO,Beneficial Owner Missing,,,,Medium,RAJUK_Tender_174671.pdf | Tender_174671.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,05,90.00 (Ninety) Lac,,3
174673,Tender_174673.pdf,84197,GD/UAP/EM/2016-2017/Solar/04 Tender/Proposal Status : Contract Awarded,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",Md. Anwar Hossain,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Goods Procurement Type : NCT,NCT,Contract Awarded,Lot wise,"a) The minimum number of years of general experience of the Tenderer in the electro-¬mechanical works shall be five (05) years. b) The minimum specific experience of the Supplier 03 (Three) contract of Supply, Installation, Testing and Commissioning of Solar Panel system successfully completed within the last five (5) years with total summation of value at least Tk. 90.00 (Ninety) Lac only or 02 (Two) Contract with total summation of value at least Tk. 90.00 (Ninety) Lac only or Single Contract with a value of at least Tk. 90.00 (Ninety) Lac only Government/ Semi-Government/ Autonomous Bodies /Private within Bangladesh. The issued Private Certificate must be authenticated (verified) by the Executive Engineer of PWD/DPDC/DESCO/BREB/ PDB etc within his jurisdiction. c) The minimum amount of Liquid Assets or Working Capital or Letter of Commitment for Bank’s Undertaking for line of Credit as per Form e-PG3-8 of Tender and Contract Forms must be Submitted for this Purpose of the successful Tenderer shall not be less than Tk.110.00 (One hundred Ten) Lac only. The Supporting Bank’s Document submitted along with the Tender must be issued in between Publication date & Submission date of the Tender. d) Tenderer must have up-to-date ABC category Contractor & Electrical Supervisory License from Bangladesh Electrical Licensing Board. e) The Tenderer must have up to date Income Tax clearance Certificate from the NBR with TIN up- to-2016-2017 (Tax Year). f) The Tenderer must have up- to- date VAT Registration Certificate. g) The Tenderer must have up- to- date valid Trade License. * * Years/Date counting backward from the date of publication of IFT in the e-GP system in case of S.l a & b. Brief Description of Goods and Related Supply Installation Testing and Commissioning of Solar panel system for the Building No 4A 4B & 4C 4D under the Project of Service : Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.",,Own Fund,Own fund,NA,Chief Engr/Implementationart/Uttara Project Name : Uttara Apment Project,Uttara Apment Project,30,Supply Installation Testing and Commissioning of Solar panel system for the Building No 4A 4B & 4C 4D under the Project,,,,,,,5767943.372,,21,Package wise,Package wise,Payment through Bank,2018-05-27 17:00,,,,,,,21-Nov-2018,24-Oct-2018,2018-10-15 00:00,2018-11-12 00:00,2019-01-03 00:00,2019-02-14 00:00,,,GD/UAP/EM/2016-2017/Solar/04,,yes,,Sherpa Power Engineering Ltd.,,,,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary",Uttara Apartment Project,90,,,8,7,7,20,LOW,NO,Beneficial Owner Missing,,,,Medium,RAJUK_Tender_174673.pdf | Tender_174673.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,05,90.00 (Ninety) Lac,,3
174674,Tender_174674.pdf,84197,GD/UAP/EM/2016-2017/Solar/08 Tender/Proposal Status : Contract Awarded,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",Md. Anwar Hossain,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Goods Procurement Type : NCT,NCT,Contract Awarded,Lot wise,"a) The minimum number of years of general experience of the Tenderer in the electro-¬mechanical works shall be five (05) years. b) The minimum specific experience of the Supplier 03 (Three) contract of Supply, Installation, Testing and Commissioning of Solar Panel system successfully completed within the last five (5) years with total summation of value at least Tk. 90.00 (Ninety) Lac only or 02 (Two) Contract with total summation of value at least Tk. 90.00 (Ninety) Lac only or Single Contract with a value of at least Tk. 90.00 (Ninety) Lac only Government/ Semi-Government/ Autonomous Bodies /Private within Bangladesh. The issued Private Certificate must be authenticated (verified) by the Executive Engineer of PWD/DPDC/DESCO/BREB/ PDB etc within his jurisdiction. c) The minimum amount of Liquid Assets or Working Capital or Letter of Commitment for Bank’s Undertaking for line of Credit as per Form e-PG3-8 of Tender and Contract Forms must be Submitted for this Purpose of the successful Tenderer shall not be less than Tk.110.00 (One hundred Ten) Lac only. The Supporting Bank’s Document submitted along with the Tender must be issued in between Publication date & Submission date of the Tender. d) Tenderer must have up-to-date ABC category Contractor & Electrical Supervisory License from Bangladesh Electrical Licensing Board. e) The Tenderer must have up to date Income Tax clearance Certificate from the NBR with TIN up- to-2016-2017 (Tax Year). f) The Tenderer must have up- to- date VAT Registration Certificate. g) The Tenderer must have up- to- date valid Trade License. * * Years/Date counting backward from the date of publication of IFT in the e-GP system in case of Sl a & b. Brief Description of Goods and Related Supply Installation Testing and Commissioning of Solar panel system for the Building No 5A 5B & 5C 5D under the Project of Service : Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.",,Own Fund,Own fund,NA,Chief Engr/Implementationart/Uttara Project Name : Uttara Apment Project,Uttara Apment Project,30,Supply Installation Testing and Commissioning of Solar panel system for the Building No 5A 5B & 5C 5D under the Project,,,,,,,5767943.372,,21,Package wise,Package wise,Payment through Bank,2018-05-27 17:00,,,,,,,21-Nov-2018,24-Oct-2018,2018-10-15 00:00,2018-11-12 00:00,2019-01-03 00:00,2019-02-14 00:00,,,GD/UAP/EM/2016-2017/Solar/08,,yes,,Sherpa Power Engineering Ltd.,,,,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary",Uttara Apartment Project,90,,,7,6,6,20,LOW,NO,Beneficial Owner Missing,,,,Medium,RAJUK_Tender_174674.pdf | Tender_174674.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,05,90.00 (Ninety) Lac,,3
174678,Tender_174678.pdf,84197,GD/UAP/EM/2016-2017/Solar/05 Tender/Proposal Status : Contract Awarded,TENDER Invitation for : Tender - Single Lot,Tender - Single Lot,Ministry of Housing and Public Works Division :,Rajdhani Unnayan Kartripakkha (RAJUK) Procuring Entity Name : office of the Chief Engineer ( Project &,office of the Chief Engineer ( Project &,CE-02 Procuring Entity District : Dhaka,Dhaka,Office of Chief Engineer Contact details of Official Inviting Tender/Proposal : Phone No : 02-9569117,Dhaka,Motijhil,Dhaka,Bangladesh,02-9569117,"Bhaban, RAJUK,",Md. Anwar Hossain,"Chief Engineer, Project & Design",Open Tendering Method (OTM) Budget Type : Own Fund,Goods Procurement Type : NCT,NCT,Contract Awarded,Lot wise,"a) The minimum number of years of general experience of the Tenderer in the electro-mechanical works shall be five (05) years. b) The minimum specific experience of the Supplier 03 (Three) contract of Supply, Installation, Testing and Commissioning of Solar Panel system successfully completed within the last five (5) years with total summation of value at least Tk. 90.00 (Ninety) Lac only or 02 (Two) Contract with total summation of value at least Tk. 90.00 (Ninety) Lac only or Single Contract with a value of at least Tk. 90.00 (Ninety) Lac only Government/ Semi-Government/ Autonomous Bodies /Private within Bangladesh. The issued Private Certificate must be authenticated (verified) by the Executive Engineer of PWD/DPDC/DESCO/BREB/ PDB etc within his jurisdiction. c) The minimum amount of Liquid Assets or Working Capital or Letter of Commitment for Bank’s Undertaking for line of Credit as per Form e-PG3-8 of Tender and Contract Forms must be Submitted for this Purpose of the successful Tenderer shall not be less than Tk.110.00 (One hundred Ten) Lac only. The Supporting Bank’s Document submitted along with the Tender must be issued in between Publication date & Submission date of the Tender. d) Tenderer must have up-to-date ABC category Contractor & Electrical Supervisory License from Bangladesh Electrical Licensing Board. e) The Tenderer must have up to date Income Tax clearance Certificate from the NBR with TIN up- to-2016-2017 (Tax Year). f) The Tenderer must have up- to- date VAT Registration Certificate. g) The Tenderer must have up- to- date valid Trade License.* * Years/Date counting backward from the date of publication of IFT in the e-GP system in case of Sl a & b. Brief Description of Goods and Related Supply Installation Testing and Commissioning of Solar panel system for the Building No 16A 16B & 16C 16D under the Project of Service : Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector -18 of Uttara Model Town 3rd Phase Dhaka.",,Own Fund,Own fund,NA,Chief Engr/Implementationart/Uttara Project Name : Uttara Apment Project,Uttara Apment Project,0,Supply Installation Testing and Commissioning of Solar panel system for the Building No 16A 16B & 16C 16D under the,,,,,,,5767943.372,,21,Package wise,Package wise,Payment through Bank,2018-05-27 17:00,,,,,,,21-Nov-2018,24-Oct-2018,2018-10-15 00:00,2018-11-12 00:00,2019-01-03 00:00,2019-02-14 00:00,,,GD/UAP/EM/2016-2017/Solar/05,,yes,,Sherpa Power Engineering Ltd.,,,,"10/3 Arambagh, Mokbul Plaza, Motijheel C/A, Dhaka-1000, Bangladesh Kanij Fatema Mitu Executive Secretary",Uttara Apartment Project,90,,,8,6,6,20,LOW,NO,Beneficial Owner Missing,,,,Medium,RAJUK_Tender_174678.pdf | Tender_174678.pdf |,1,No beneficial owner data disclosed.,e-PG3A ITT 5.14,A Tenderer shall provide its/their Beneficial Ownership related information.,ELG_005,Eligibility,Potential Artificial Contract Splitting,High,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.,05,90.00 (Ninety) Lac,,3
